,VGAMpValue,Variance
SLFN2,6.5171601864332e-33,7.75552847344845
UPP1,3.32694431984693e-32,5.8356164796378
ANGPT1,3.74122969556253e-32,5.99179026042683
IL17RA,5.40539553324465e-32,8.18993522596389
RASA4,1.68021284868048e-31,10.1880041072567
IKZF1,2.06008458077076e-31,6.83622966710528
CRACR2B,2.20915832961316e-31,3.74669479881781
BTG2,3.03195312119497e-31,10.1790845217805
MPO,4.03408503692619e-31,5.72038435050138
NOTCH1,4.51778724885759e-31,8.78838083430393
PTGS1,7.80134010713842e-31,10.5132284232887
ART4,1.26498966856583e-30,8.12528705208642
KAZALD1,1.30551465068205e-30,5.10141592368392
TM6SF1,3.6908554165668e-30,7.67407862037522
TXNIP,3.91976162588178e-30,4.2506740393369
IGHV1-82,4.53912638072436e-30,4.31338284185629
CSF3R,6.17584583416737e-30,10.3978604032734
CLEC12A,9.16629471360059e-30,7.29442744613913
CAR2,2.48465550477549e-29,2.74445344932859
ABCG3,6.17428090447684e-29,9.02949164913465
TALDO1,6.97118379383998e-29,3.32856078141777
CORO1A,7.40522199862831e-29,1.4961069747061
CD33,9.34816160366372e-29,6.28413094268294
TMEM173,1.12138477361178e-28,8.82188372287776
C030034L19RIK,1.38433441935055e-28,9.15217888680095
AKNA,1.8376286041942e-28,10.2068964891625
CCL9,1.89150410125689e-28,9.08162044384432
CTSS,2.68239760052757e-28,10.8589965670923
DYNLL1,3.76996740725137e-28,3.7061708638255
FHL1,9.41384848389192e-28,5.25132683227944
GM1966,1.25165035872629e-27,9.48467961329282
CD93,2.29141594090741e-27,7.8655642599405
HAAO,3.05463562664838e-27,7.89867511693854
IFI27,3.83492025493438e-27,7.14067916958974
CD27,4.20782288104014e-27,3.35094509566449
JAM3,4.5848602097078e-27,6.37261687587995
HLF,4.62170289229064e-27,7.40449919076298
CSGALNACT1,7.68128127213165e-27,8.59610054262699
EFNA1,7.77812096339691e-27,3.88959612457415
UBASH3A,9.97194748192248e-27,6.52888497363285
IGHV1-74,1.00262589561084e-26,3.64175715690521
CST7,1.34685026525582e-26,6.47816767756153
MILR1,2.00658107225656e-26,8.13824168596608
ARHGDIB,2.76043817364981e-26,1.23067587149878
MGAT1,4.33197741105084e-26,8.39151800775049
CD69,5.32131211740789e-26,9.07162239072047
H2-DMA,6.46018304407613e-26,6.88142399624593
ANXA5,7.05877069267734e-26,9.63166655776003
ENG,9.16924049821573e-26,7.05490131404446
VAMP5,1.15607138819141e-25,5.26571253845794
CLEC1A,1.2963330433983e-25,3.24721374033537
SEMA3D,1.30573942720453e-25,5.10359290418533
RPL41,1.99552618264174e-25,0.334335238729616
LCK,2.63779980941386e-25,10.7031549617848
GPX1,2.68839609211907e-25,0.84187389972857
KRT18,3.01704406779949e-25,10.7890346473111
C230085N15RIK,3.32639652545697e-25,6.00762393874059
SELL,3.52521776802973e-25,10.3256521608227
2610307P16RIK,4.26251191546093e-25,9.89487827208411
GM5111,4.37668383220951e-25,10.8891053725045
CLIP3,4.79508189794773e-25,3.99119540668748
SELPLG,1.06483719262941e-24,5.60909096865809
OTULINL,1.1582684516364e-24,9.40833165831646
GUCY1A1,1.23159137938259e-24,7.83941687408064
GM19331,1.23836921936923e-24,3.4640199784824
TPM4,1.28017872213249e-24,9.96345098606901
GPR171,1.64030949803337e-24,7.0858987802105
CNN3,2.20719630459846e-24,8.68498396810344
OBSL1,2.89694545233189e-24,8.11687238789104
GM2A,3.05175723326458e-24,4.33472934152764
TFR2,3.07436647121357e-24,9.0071045228452
SMTNL1,4.43179244944827e-24,2.36035610355166
ALDH1A1,1.00264690358526e-23,4.62139319294606
CPNE8,1.39791173541694e-23,5.5996607347734
P2RY14,1.67235209624111e-23,10.9958075739537
LAX1,3.44913358548517e-23,11.3118962893914
MEF2C,3.99933368260315e-23,6.00482576461407
IRF8,4.15759769660101e-23,6.8312261282216
PPIC,4.36479273643364e-23,10.1930019948615
FUT7,6.93409366671178e-23,10.2599683583193
RHOF,1.00086933197805e-22,11.6760523023069
IGFBP4,1.33761385904435e-22,6.91495077049129
MAGED1,1.42322763853407e-22,12.6710426952839
PARVG,1.51469421128341e-22,7.89354837233276
SLC9A9,1.98898014528301e-22,6.95382778694261
F11R,4.11435704643176e-22,10.8632199348557
MAML3,4.53387645594513e-22,7.60360184038599
ELF1,6.28538160905806e-22,5.61969376932639
SLC18A1,7.3256792973945e-22,4.08430492147599
GM30948,9.41091358412353e-22,2.43838867575118
EMP1,9.75955575483554e-22,3.84582725468069
KCNK5,9.94282477644866e-22,8.771821824238
ABCG2,1.44144226532363e-21,9.78482346869871
IGHV1-76,1.87949895895314e-21,3.09047187363902
GDA,3.42541861982885e-21,3.23686664545352
SSH2,3.85138859242348e-21,4.75421199746112
IRAK3,4.93295793162752e-21,8.75686778909022
PDGFC,6.50464981461206e-21,1.98782533310914
FCRL1,6.88565455899907e-21,3.7328527961985
PSTPIP1,1.12410087048451e-20,10.5710225515875
SPNS3,1.12669650160708e-20,8.90795863040755
TBXA2R,1.14760441987628e-20,11.194439547197
SLAMF1,1.62466422845674e-20,3.76904575104903
ARID5A,1.81637468092234e-20,9.75513962262533
XRCC6,2.03889083790286e-20,8.55950484221858
RUNX1T1,2.65943107269289e-20,3.13488926086041
CD244A,2.86256962824827e-20,7.78469138143269
RUNX2,3.04779530129745e-20,7.39042423846411
SDSL,3.66070954452767e-20,7.4559245901393
MIR6240,4.93038743506416e-20,1.33901531757772
CMAH,5.84134756288295e-20,3.78742645047409
PBX1,6.75467854876291e-20,7.13826863115998
SLC16A11,7.00981869357889e-20,7.59868145165523
PLSCR4,8.06524078074549e-20,7.7872763740109
KCTD12,1.52664596000675e-19,8.92886353013739
TES,1.66502482147388e-19,8.9895400746096
RNF125,1.69913357808332e-19,8.31411436898528
ARPP21,2.24018976834741e-19,4.44596853467576
PLPPR3,3.34455682126841e-19,9.70434512949798
ST8SIA4,3.78392600515761e-19,10.043619391355
RHOJ,4.23471632235327e-19,2.60765225535738
SLC25A5,4.63455572512253e-19,2.34012605959818
CKS1B,5.44361712514847e-19,7.09539434139761
CYP26B1,5.60607736400569e-19,2.08144888294409
C1RL,5.92967278807446e-19,6.03567817786147
GIMAP3,6.3584126299355e-19,3.66509250703972
PF4,7.15501497642666e-19,5.25351304284935
IL18RAP,1.26493198590975e-18,8.44764307928905
FGD5,1.5028368504666e-18,5.65783148720187
GM26917,1.53119155897199e-18,1.19076744682747
FCGRT,1.67349633091716e-18,8.72447312774518
WFDC2,1.73549426869982e-18,4.93622584002571
XDH,2.79686057717084e-18,2.94795144283332
SAMSN1,2.83587223797899e-18,5.84454878773291
CTNNAL1,3.5342558595871e-18,4.7709428073508
SLCO3A1,5.11506259277665e-18,9.48235677181569
ACAP1,7.01270599010402e-18,7.11481261350887
FAM110C,8.54082170828462e-18,4.31256915100704
SERPINA3F,1.01621627239285e-17,4.48287385103556
XPC,1.15737169090911e-17,10.3928901646914
PAQR5,1.21957867997993e-17,10.6808979301036
IFI206,1.2593666847161e-17,5.4894645695217
ATP8B4,1.35028211621288e-17,5.06681556492862
TEK,1.51764377449668e-17,4.72769623531872
FSTL1,1.53894074927719e-17,7.37494806439567
SLC44A2,1.74023168408248e-17,9.09009822874454
MPZL1,1.77362174061992e-17,7.42030562667282
IFITM3,2.48938585472298e-17,1.80396279551904
MCM7,2.6545827014736e-17,7.62953288693794
APP,2.93247254220877e-17,6.10644451908994
CTSH,3.69377820439264e-17,8.21396356151516
GGT5,3.84083331651241e-17,7.87596957732481
SGMS1,3.95096846660704e-17,9.87533310936823
GIMAP5,4.8372478331198e-17,11.5167128199476
NEAT1,4.93230595911686e-17,9.24980926999747
HMGB2,6.1625666979581e-17,3.8171128743038
RGS19,7.06184240396757e-17,7.09438402680759
GM45837,7.64408359923486e-17,8.2825274108424
NPDC1,1.00655929204006e-16,6.61615660994458
PDE1B,1.0789055981436e-16,5.24069544925374
ARHGAP15,1.30111366272927e-16,8.25937458685219
APLP2,1.42739797879305e-16,9.39304953663354
PLXNC1,1.53945696263953e-16,9.03894519404459
CAVIN2,1.72014973048538e-16,2.55243865931908
PLEKHG6,2.46585441294807e-16,1.76761648457404
ADAMTSL5,2.61442481642182e-16,3.44952329380727
C130089K02RIK,2.76218167424001e-16,4.73803887605369
CORO7,3.12268299334381e-16,5.66025957798039
KLHL4,3.47413651278715e-16,4.63398486739926
RAB27B,3.68892949859132e-16,4.54231648729147
MYO5A,4.81944511493717e-16,9.52552898983105
P2RX1,5.30142781520849e-16,7.9628178087183
GM11346,6.19160263517296e-16,6.18074923040211
GM8203,7.6186423318078e-16,1.93629556536178
CCR7,7.97567022762627e-16,4.01329203260146
CTR9,8.49930753115569e-16,9.28385174429085
TFEC,8.59430128727242e-16,9.09361468216602
RNF13,9.16808003596893e-16,10.9215700701006
SHISA9,1.0142924366909e-15,2.07943993277422
SYK,1.07921128801386e-15,8.62115250274894
LTB,1.08104769869616e-15,10.1039936819534
NUPR1,1.24837709747524e-15,2.81066983432798
CD55,1.28698817014591e-15,5.28113306370247
SOX18,1.46214063324019e-15,1.92263153310021
ARL11,1.63936993294319e-15,7.44154176688977
GSTM1,2.18277304441927e-15,7.3819251357019
IFI213,2.36364067187615e-15,5.97438722122749
ERP29,2.49485896711665e-15,5.095441616741
RHBDF1,3.66061810754286e-15,2.83638303155186
ARRDC4,4.59348634651992e-15,6.72420232615729
PRSS57,4.75187530877669e-15,7.53911620614968
PANX1,4.94845016310696e-15,9.43107241022791
FGD2,5.40800021511296e-15,10.8930394288041
TSC22D3,6.36117907885813e-15,10.0961401266451
SLC16A2,6.79151473777277e-15,2.84669326217631
CAPG,7.52275400493856e-15,7.38776873747482
NFE2,8.12078211498045e-15,4.0362725731138
SPI1,8.12743614443647e-15,5.06260672162149
SERPINB6A,1.06856574428396e-14,8.01962551568067
HOXA9,1.10301612839932e-14,7.84722628616497
CD7,1.10921687379486e-14,2.20889098870731
NLRC3,1.22310377386315e-14,6.09476699361867
ABHD17B,1.44821979451808e-14,9.34655547489654
CHIL5,1.45142681723694e-14,3.12924861995165
GGTA1,1.54026495337818e-14,6.72796704402466
TSPAN13,1.55411865012101e-14,3.14868499687134
INHBA,1.76249166639517e-14,1.56593590610871
CDK19,1.8285163859456e-14,10.4137934023815
H2-Q6,2.01079833752172e-14,5.54688717618608
TAPT1,2.39896018968423e-14,10.0660386718119
GAS2L3,2.6933513077583e-14,4.72920440246708
COX6A2,3.18305012119806e-14,2.85239307957665
NEO1,3.3838590746749e-14,1.68382179929604
SMPDL3A,3.47982565648917e-14,11.3075550136387
COL4A2,4.49788483397421e-14,6.92676480311265
TMEM206,4.95550549408181e-14,10.6637889583149
LARS2,5.04634785094397e-14,0.814135758995987
IL18BP,5.3964285062391e-14,4.71877141999043
PGR,5.65989689429194e-14,6.0362968596661
PRR5,5.95555575087859e-14,7.71930706968079
NAPSA,6.29688545488893e-14,6.42386477558897
GM10419,6.39735948378852e-14,2.22333391733434
AP1S2,6.71616893460838e-14,7.66452177479749
EYA2,7.10886725428869e-14,11.1427915591236
PLXNA4OS1,8.11436120449669e-14,7.55497197270581
PTGER2,8.73825117470454e-14,2.99225145649014
GPR65,8.90731703841692e-14,10.232376699085
CAMK1D,9.51174492120087e-14,6.68242359870874
IGHJ4,9.53134393585856e-14,0.981486046714034
CD44,9.76783360797812e-14,7.29415548829377
CAV2,1.11450536730041e-13,5.42050264164972
CLEC14A,1.40173042549963e-13,2.27714749282369
RASAL3,1.4567675426859e-13,10.2022953402916
AMIGO2,1.55681603338011e-13,3.3920999616112
RAG2,1.73379603756942e-13,4.08214832349943
E430014B02RIK,2.21472096835176e-13,3.92218974595559
NAV1,2.72534453127142e-13,6.51688755355822
MAGED2,2.72761247642416e-13,10.4756608089286
NFIA,2.73734105827295e-13,3.01667768321679
DRC7,2.80892365887629e-13,3.41602070685965
PLCL1,3.0602302691081e-13,2.21439973306915
TRIB3,3.38536025111593e-13,5.5032482700074
ITGA6,3.75225106316599e-13,8.54338898156895
ITPR2,4.24814695577414e-13,5.22899093374757
NCEH1,4.52530042252975e-13,11.7171608739023
DUSP1,4.53436506050941e-13,13.389519970219
NUCB2,5.08863328509744e-13,4.28629731676968
NT5C3,5.11064760128463e-13,8.74496667037327
GSTT1,6.00219002398614e-13,4.30086159820628
LAPTM5,6.01731607978124e-13,1.08658907811915
DOCK11,6.16767832241982e-13,7.89130389317528
ELOVL5,7.18407274795079e-13,8.1058350119091
OAS2,7.91467080838054e-13,9.78991082888531
H1F0,8.13348307780138e-13,10.6375883388403
CTTN,8.73926658784055e-13,7.53878923541973
CASP12,8.94346013524421e-13,9.72362976731395
MYCN,1.01300092423404e-12,12.216594999675
IL7R,1.03055537410953e-12,4.53422492732662
RHOH,1.06240953904552e-12,9.71510637772855
PLD4,1.06294327628736e-12,4.62404180877559
IGHD,1.31720581283743e-12,2.74420503546055
ARHGEF18,1.81571335903296e-12,10.4333659897347
GM20342,1.93387645543809e-12,5.53588243734644
PKIB,2.35756400514792e-12,5.30831034923269
DEF8,2.38475349195177e-12,9.53011631240265
FADS1,2.4900632127315e-12,9.75770328693176
BDH2,2.52477419837904e-12,6.63450006600053
PTPRE,2.63247556271066e-12,5.89466068955454
REL,2.73464964279639e-12,7.60527263894455
PRPS2,2.74641334221786e-12,10.3569310551767
DENND2D,2.75888783091944e-12,11.5064652039562
GHR,2.76000648681225e-12,3.00614832544145
HNRNPAB,2.7890181100145e-12,3.20360333759138
SERPINF1,3.07594232096622e-12,11.633840879841
STK10,3.34345310583064e-12,8.19231721076875
GAA,3.35362242249431e-12,9.97013596868699
TBC1D5,3.74556670814799e-12,8.91023765917936
GM973,3.79162340671292e-12,4.28226293131996
PRUNE2,4.17797615406502e-12,3.61023277368411
EVI2A,4.73678456867944e-12,5.42040599522727
PPP1R15A,5.07610549535525e-12,11.2688281996098
STK17B,5.16106363168707e-12,11.1040017372229
SDC2,6.78308272348693e-12,3.02793622341019
PBLD2,6.87581053015441e-12,3.2496258005987
STARD4,7.36967185199258e-12,9.61366026539595
CLEC2I,9.66845875778569e-12,2.89172649678265
IL17RE,9.89054381219743e-12,7.5145588161931
YBX1,9.93779594080073e-12,1.74946990748083
OTUB2,1.04293206898092e-11,4.16083049926133
UHRF1,1.25289536027002e-11,7.85222692045772
TSPAN2,1.40257757023593e-11,6.72077123655394
CYFIP2,1.44309478757231e-11,6.46351122044175
DUSP6,1.68207068646202e-11,10.3364641965816
ARHGEF39,1.68463615675289e-11,7.25197116320851
ANXA2,1.70614674703907e-11,10.0674685777532
5430427O19RIK,1.95622636501855e-11,7.23846219515377
GIMAP4,1.95834769826427e-11,3.75631835400536
LY9,2.02258912793808e-11,7.39031521738387
MYC,2.21003697417618e-11,6.54408362597969
CDK18,2.27707360069208e-11,7.5473938952897
PRNP,2.29512958834439e-11,5.06823876629366
CHST2,2.30818275060834e-11,1.62133540613333
TRIM59,2.40224170179846e-11,9.32138808119985
IGHV1-53,2.41867173236477e-11,0.388259014533936
IRF6,2.52440806866227e-11,4.89851933517797
IFI209,2.65140562377205e-11,4.10810142282712
VLDLR,2.88355265471124e-11,11.7658080727008
ROBO4,3.00939085963064e-11,8.4000597569577
CSF1R,3.16836527935968e-11,3.02134920646479
ZMIZ1,3.18147199498625e-11,8.09423841086378
SLC6A15,3.35989012318711e-11,3.50261967732588
RCSD1,3.50449052888057e-11,9.33224881182918
IGF1,3.79513992714085e-11,2.40038100328138
UNC93B1,3.80558770431157e-11,10.1582739373137
SLC43A2,3.971142190297e-11,8.65336992476835
FUT8,4.0086987458809e-11,8.28899289686189
ATPIF1,4.04497144479839e-11,0.94043468985368
ZFP422,4.1883862886782e-11,7.42042359644786
MPEG1,4.39332989116655e-11,3.30542206499521
HDAC7,4.40290904764077e-11,7.64071704829667
ESR1,4.47992278832256e-11,7.27293184189527
NRROS,4.50043611563043e-11,7.05642317762446
GM4951,4.85787906629864e-11,8.52394407087665
F630028O10RIK,4.92461586663135e-11,5.85723784102927
PECAM1,5.36388145899692e-11,9.90173543807343
GM4759,6.160789633536e-11,10.3466144950328
TMEM176B,6.3544742467005e-11,1.97077859048498
ITGB7,6.62386248934814e-11,9.9109514083299
BLNK,6.88446296029032e-11,4.06058206543634
MCM5,7.2370245688646e-11,8.67167526545082
KIF17,8.99034262874973e-11,6.74025234022117
DACH1,1.02696103070849e-10,5.84431373237199
MCTP2,1.03225598521738e-10,4.48590481598535
GDF3,1.07329795176195e-10,4.12101333722387
RARB,1.10570420748714e-10,1.85968436685581
UBA7,1.14094967498566e-10,7.77773893721151
FKBP9,1.15081280086115e-10,6.92113670836297
MEIS1,1.23721689303691e-10,4.10345472092644
GM15564,1.24711773399311e-10,1.03741759376695
MYLK,1.46011315376581e-10,5.33090057902056
2810468N07RIK,1.56539918141583e-10,5.0779100122497
LSP1,1.57831735739713e-10,4.05478553124463
NDNF,1.69030963435322e-10,1.93025821107194
TIFAB,1.69267154153169e-10,2.7950493923468
OCLN,1.81420130683916e-10,1.57181440979051
N4BP3,1.82954037487063e-10,7.70535013872996
GNG2,1.83430654193238e-10,7.58897553429939
JAM2,1.94059302758198e-10,2.86322998027245
BGN,1.94982164754279e-10,3.70191787392529
SLC16A10,2.0852882018348e-10,4.15262285271111
PRKCH,2.23894459748293e-10,9.48376110568788
SERP1,2.27072777946897e-10,6.58362927968581
PIRB,2.34712139908394e-10,4.39698988152133
COX7B,2.59233675254249e-10,1.71725399255035
SERPINA3N,2.67662405238371e-10,0.529178796094719
RBPMS,2.70254395706904e-10,8.28521345766123
TNFAIP2,2.76373993689412e-10,4.40197244909634
GM10384,2.76828702082795e-10,7.95455617777633
FGFR3,2.86788845810291e-10,2.11737970762259
KIT,2.93315846392484e-10,3.07852238440541
PARP8,3.06708506901592e-10,10.1793772467566
WLS,3.24580215035126e-10,10.6420762365339
LACTB,3.52513488750993e-10,6.8781334501936
CTSL,3.55862839143176e-10,11.2149570301105
ADGRL4,3.63227087636589e-10,5.65401300131391
UBE2L6,3.68656756358261e-10,10.2250302491965
VDR,3.71064672080892e-10,4.74340298475929
LRRC8C,4.00209982699679e-10,8.71287949784886
EEPD1,4.04593655907851e-10,5.40502232521
PAFAH2,4.33807776109277e-10,9.87341352365648
GOLM1,4.49213493145762e-10,5.50193503758798
NPM1,4.52352617911702e-10,0.696610178641528
JPT1,4.52795727143134e-10,6.67744461275961
CCR9,4.63253613813597e-10,2.85036363062424
PDGFD,4.66695845368963e-10,2.69629857545166
ZFP658,5.81167981830545e-10,2.02181220239433
CERS4,6.90374256089173e-10,9.64329035480623
SNAP23,7.00673313232713e-10,10.705573819584
ADSSL1,7.62845512504497e-10,10.7167106627147
BCL2,7.68290663566774e-10,8.61684595985634
PAG1,8.10257087271854e-10,7.06590741801618
GSN,8.24002354509295e-10,8.37835314740923
CX3CL1,8.74680443682806e-10,2.34756280664744
RPS27L,8.86434970229318e-10,1.5685042085056
GBP2,9.08638401749969e-10,11.8791174370794
RUSC2,9.29672241747463e-10,2.56606883606666
BTLA,1.04524118712457e-09,3.62672219447729
CLCA3A1,1.08783927813189e-09,2.13225417706313
SLC29A1,1.22516806271956e-09,7.68819015843616
RP2,1.43910959178375e-09,8.56264571728795
ENPP5,1.51581793458991e-09,7.36110031109981
DUSP5,1.64792500669209e-09,8.56863083223329
TUBB4B,1.68152342696766e-09,5.66438024126244
NEURL3,1.74711920000453e-09,12.5614004028359
RRAS,1.75400204898807e-09,5.43311707916577
GFI1B,1.8408437338081e-09,7.20317031482481
ITGAM,2.09394771592261e-09,5.22913909361634
CTSW,2.2385266298289e-09,6.8855758169559
MPDZ,2.26862867765335e-09,2.64414534315698
TIPIN,2.38094875413571e-09,8.45580759254248
PLEKHB1,2.47524603903886e-09,1.09471092386978
NDRG2,2.4784410190824e-09,6.69685018934287
NCKAP1,2.48227150795139e-09,2.78782434563828
RANBP1,2.62049206013701e-09,3.54787268908447
MOGS,2.74258478182129e-09,7.53947964752787
PDGFRB,2.88397657624166e-09,4.82200689001908
DCK,3.16186538482497e-09,7.60625570610048
CDT1,3.2179875002731e-09,7.99469105111955
ZYX,3.22192229084546e-09,3.52953347367271
CTNND2,3.57715993121347e-09,1.73618606773413
COX6A1,4.20890408461757e-09,1.66155014475581
ZFP612,4.41521124328395e-09,1.91708765746973
PLK2,4.4370342080678e-09,2.89996909683957
CPXM1,4.6841743301038e-09,5.93148816258209
ZFP37,5.13276717970845e-09,1.96107397530817
XIST,5.43403854386138e-09,2.8921385312087
SLC26A11,5.44281636489974e-09,7.63690525696817
HSD3B7,5.71815790577373e-09,10.0897665154015
KLF3,5.82273609126979e-09,7.66813710992231
USP11,6.50282368428249e-09,9.82147114798931
GIMAP8,6.58005287243362e-09,8.44387005299211
COQ8A,6.74545544038232e-09,10.2998370428398
PKN3,7.06755857108591e-09,3.91086512025724
SPNS2,7.43205780432722e-09,9.60992282640562
LPCAT2,8.8054168383082e-09,5.93066552491123
LAG3,9.11828458543891e-09,7.62577099812521
PTP4A3,9.31892865833728e-09,5.7091661606989
ATP1A3,9.46895623841937e-09,3.15869066693297
PPCDC,9.69214116364352e-09,10.3596914121882
PDCD4,9.7653710949137e-09,2.93644420470975
ITM2A,1.02026328631462e-08,10.1339357086765
NUDT19,1.02139952528289e-08,9.21703406712268
NWD1,1.05160273547658e-08,6.56754607578007
HNF4A,1.10952414357247e-08,6.08023286460465
CD74,1.12735124961774e-08,11.8782734761327
EBI3,1.2507741733633e-08,10.5764012054917
FRMD6,1.28176192778354e-08,6.82692641640396
AFF3,1.317789277738e-08,7.90704355104224
TRAF1,1.32265553119165e-08,4.42598058615906
HSPE1,1.33272563753846e-08,2.22605434522972
RNF213,1.34920571743516e-08,8.959318784067
ARHGAP27,1.37686636987337e-08,10.613685783973
TMEM37,1.38330415267605e-08,6.49385046416896
GPR18,1.39284102373668e-08,3.68834724068352
GRAMD1A,1.39640575895366e-08,8.02701744245311
JCHAIN,1.39827071712609e-08,7.77759475331732
VAV3,1.58738168348929e-08,9.24136347657377
GIMAP1,1.65928677304584e-08,8.73219597687829
TMEM123,1.67031776067823e-08,8.54371244299955
TMEM14C,1.69252657062689e-08,4.92380189684005
DEPP1,1.88502345133394e-08,2.61682764452893
AFDN,1.97381806746286e-08,6.1132521528667
SNAP47,2.04582925922996e-08,8.72327661064373
GMNN,2.31982650272962e-08,7.42965333549635
TM4SF1,2.45424196847273e-08,0.914406742639496
TMSB4X,2.49942933719569e-08,0.521499344993663
CARD11,2.51032763269454e-08,1.86861890024763
IL10RA,2.59372354875552e-08,4.94656348616665
TFPI,2.69285075926995e-08,8.41898142642399
IGHV1-69,2.79451847006247e-08,0.769009569127927
LDHB,2.91917231274381e-08,9.6215700209957
BPIFC,2.97664659355929e-08,5.67413226897968
GM37124,3.01476461504765e-08,4.38657090656616
RNASE6,3.10997054949753e-08,11.162704303742
VEGFC,3.21686917121292e-08,5.12585988012211
NOXA1,3.300996436244e-08,1.36406845079581
ICOS,3.36570002069194e-08,2.45026704660238
LDHD,3.38633244259662e-08,4.26911026868632
OSGIN1,3.56872014203875e-08,7.20354711288583
CARD6,3.57845789885933e-08,2.91413450013987
LONP2,3.60456301894588e-08,9.97579491047823
TEAD2,3.63752077682018e-08,3.6357573894426
CD81,3.83273726346418e-08,3.73231042163522
KLF6,4.02740586528885e-08,7.44377152040527
AMPD2,4.28781027267617e-08,9.66897173293793
KLRD1,4.40990954661415e-08,1.18789009488569
GPX3,4.72562258697385e-08,1.47008303752946
