,VGAMpValue,Variance
NME2,4.18939897018849e-86,2.54636573364221
CD52,4.57483007091301e-86,3.96811290131741
H3F3B,2.81495921035395e-85,2.52978333964641
RPL18A,3.42824093379967e-85,2.24138141064461
ANXA4,5.66866531827913e-85,2.85835348367518
RPL23A,9.52494187568174e-85,2.43464914988159
RPL35A,4.21617568611844e-84,2.09630685380773
H3F3A,1.53184842977472e-83,2.44562367480748
ATP5G3,3.86481740497873e-83,3.25339731157855
SLC25A5,2.17785288860715e-82,4.04136441740345
CANX,2.69082986486037e-82,2.36578148996228
FAU,3.85584710359283e-82,2.17360300975429
RPL34,4.095235549408e-82,2.46475889765844
RPL37A,5.18122492378869e-82,2.31895086126232
TMSB4X,1.04896171328143e-81,4.10472652631165
ID2,1.16642259727661e-81,4.03428886484739
COX8A,2.2432603648698e-81,2.24981072592931
CAPG,5.54418573416179e-81,2.86388999674668
RPL30,6.4483023625741e-81,2.51310268916753
RPS8,8.89822354413177e-81,2.05896676675013
HINT1,1.56185062146372e-80,2.41432401771798
ANXA2,5.42670341260774e-80,3.37142673502198
ARHGDIB,6.37327351601157e-80,3.20461555743062
FXYD5,1.05244064735502e-79,2.77472729078149
NDUFB8,1.34222067276947e-79,3.27248789649211
2900073G15RIK,2.57020421566513e-79,1.793253315296
COX6C,2.94890800611039e-79,2.09364032937157
DBI,5.93624329530866e-79,2.43599950719192
IQGAP1,6.30162013664727e-79,1.29977692925528
ATP5J2,9.62540736948364e-79,1.93386313766667
EEF1A1,1.13365014130354e-78,3.37740579571122
UQCRB,1.72115035832958e-78,2.98841353871307
TXN1,1.82374439167461e-78,2.00908406060057
ARPC2,3.39394248014412e-78,1.91918442666491
LCP1,4.4225351957444e-78,1.83906630000711
S100A10,5.46495401819256e-78,2.87248216527038
RPL36,8.88190820922937e-78,2.40478106627306
CD53,1.00543640485901e-77,3.14103085391233
ATP5J,1.15856417451262e-77,2.41557748183589
RPL4,3.480137160696e-77,2.48608384277593
RPL13A-PS1,4.07457770733374e-77,1.71162515653537
H2-DMA,9.08182712966113e-77,2.84909811656795
RPS6,1.11862736422546e-76,2.30406527183155
GM10653,1.41613723912965e-76,2.48227813640305
LITAF,2.24016790184964e-76,2.71324412411496
CCL6,6.27005015417292e-76,5.97684449922831
ATP6V0C,6.89134257243926e-76,4.01552347249794
COX7C,1.51685191159043e-75,2.02203863791322
FTH1,2.71675330313278e-75,5.54806086571376
PFN1,2.82324504632339e-75,2.5836141410393
RPSA,2.95887829761731e-75,2.49850305507711
OAZ1,4.20057326849752e-75,2.57320037179793
RPL15,4.76953789400803e-75,1.67530551072316
RPL39,7.61315653111404e-75,2.05991539537507
PTGES3,1.01805232655976e-74,2.75185801770471
CDC42,2.40419114074408e-74,2.47630085856449
RPS29,8.75080083533408e-74,2.28024154791807
CD63,1.25263080066644e-73,4.41535444321742
ATPIF1,2.92905836102713e-73,1.99478649340677
VIM,2.95492316891639e-73,2.63601302410626
TMBIM6,3.4280676598234e-73,1.57919749378212
RPL24,4.46495599996579e-73,1.94737688964822
ALOX5AP,9.71151863549782e-72,2.87560587923616
RPS17,1.37627205937028e-71,2.51128301219989
COX7A2,3.28115613848805e-71,1.94182806425143
GPX4,5.05603490590471e-71,2.61452830952247
SEPT2,1.34432055757401e-70,3.46264212532734
USMG5,6.05759337575086e-70,2.16920173180469
RPL7A,1.04053845176618e-69,2.30460920745362
ACTR3,1.17482321592607e-69,1.75503198236242
RPL6,2.27268815105551e-69,1.70209168397886
NDUFA13,3.71554605136784e-69,1.3036194536191
EIF1,3.94952211113729e-69,1.52967620189777
CCL9,7.90252652513461e-69,2.6685012004526
RPL14,8.93123013957763e-69,2.55208743469311
VAMP8,9.22627577729884e-69,2.42236950269165
RPL27,1.40539546168781e-68,1.8822466632199
CTSB,1.76227735508952e-68,3.07880403218133
RPL11,1.76411891355665e-68,2.57858096094404
RPL5,1.77270090621629e-68,1.8172333270856
RPL8,4.45612431057106e-68,2.30105826049699
UCP2,5.23478502848642e-68,1.68089750945418
EIF5A,9.10713577111249e-68,2.59101607614742
ARPC5,1.27350352005574e-67,2.0336304047268
H2AFV,1.56552757769498e-67,4.21827495543414
TCEB2,1.63544995058573e-67,1.93795665854286
GNB2L1,1.87420863865254e-67,2.62337827580496
ATP5O,4.06960488327438e-67,2.68761162305474
NDUFA1,7.31906682934701e-67,2.62829925084276
RPL26,8.06743338616627e-67,2.52279904546271
ATP5H,1.09889424969438e-66,2.38858839064076
TAGLN2,1.24377606995918e-66,3.37030762651178
CD9,2.44500950168143e-66,3.66437426155924
MAP1LC3B,4.47158913962486e-66,2.09452836653424
MT1,6.93454102299756e-66,4.07349954980403
ATP6V0B,7.32511970877821e-66,2.99803202633052
COX5B,1.84223479230224e-65,1.91696751345774
CLEC7A,2.25175717120915e-65,3.10246769207613
RPS7,2.64849038342311e-65,1.85584186522995
ATP5B,3.55780057053701e-65,1.95202457568854
RPL27A,6.62873379785178e-65,1.21342480518313
HSP90B1,7.03036075756386e-65,2.24096416046638
YWHAE,8.95491640851461e-65,1.9206124711021
SSR1,1.05459465407981e-64,1.1645270972629
UQCRH,1.18235844865397e-64,2.50274551046414
RPS27L,1.2256540012924e-64,2.8435673173593
COTL1,1.53472418421667e-64,0.964575447034933
RPS20,2.09939718594276e-64,2.52922922903889
RPL17,2.1862419105784e-64,1.87696148438812
1810006K21RIK,2.24754945215396e-64,2.10964883009933
RPL3,2.2978905216347e-64,3.10232111736605
CAPZA2,2.72511789683642e-64,2.83782349962941
RPL37,2.86250459372775e-64,1.49051092908425
PSAP,3.16265295086591e-64,1.2771517319786
ITGB2,7.00009728005302e-64,2.20485209302001
H2-K1,8.73750389662926e-64,2.60776270683133
ENO1,1.08860362425573e-63,2.86698032249845
LDHA,2.65217337451485e-63,2.88715883274207
RPS10,5.51489039913997e-63,2.05502593634765
UQCR10,6.61781052545889e-63,2.28222513573572
CST3,8.05214122984389e-63,6.32718670098716
BCL2A1B,1.31164363220564e-62,3.22867326581874
EIF4A1,1.93469399370067e-62,1.14284687955356
PRELID1,2.26588095903044e-62,2.17029895663186
BRP44L,6.39794614654259e-62,3.0039033351803
ATP5G2,7.45962504529693e-62,1.85214557171815
PSMA3,1.48215009992331e-61,2.46553958358422
RPL21,1.68530212811721e-61,1.22657775692905
ATP5C1,2.0878812352788e-61,2.55887363331586
CSF2RB,2.2703867927142e-61,1.48463002105771
CTSD,2.53469327468057e-61,4.68196717348295
1810027O10RIK,3.20517571602979e-61,1.97753481351124
ATP6V1G1,3.31821457112764e-61,2.26828102462924
RPL13,3.43086265404362e-61,2.4432771924582
UBC,4.0031067466153e-61,4.20394262261593
LSP1,4.88573515331397e-61,3.16791875995765
OST4,5.3798689805581e-61,2.51351371859641
UQCRQ,7.38344511937308e-61,1.89235791097729
CYB5,7.98606419570718e-61,3.00515775315639
COX7B,1.30387923719096e-60,1.51323286074921
ATP6V1F,1.34639006152338e-60,2.53707599908573
FTL2,1.72358655224899e-60,1.40750987144926
PTP4A2,3.36674501158766e-60,2.00035657567614
LILRB4,4.86615584681426e-60,3.48451982431337
RPL38,7.24619437196663e-60,1.86079256021624
GRN,8.48797561143395e-60,2.0891557094285
TMEM50A,9.31307807398279e-60,2.40531558041234
SDCBP,1.01258225633931e-59,2.45422722151523
NAAA,1.25751230428081e-59,2.25515276132166
MYL12B,1.50724497431711e-59,2.77457215631273
PPIB,1.87286994188869e-59,2.72603976447122
PTP4A1,2.43171284308171e-59,2.37153934896644
RPL18,4.09246036243137e-59,0.795888276263061
ATP5K,1.2969205143457e-58,1.70248449753356
GM6635,1.58129151472394e-58,1.24214897052606
CCDC72,2.08258269327784e-58,2.08050652112903
LAMP1,2.49792823313919e-58,2.01142249560673
S100A6,2.92605924431198e-58,2.5868400171854
ETFB,3.66316019443562e-58,2.9213217055974
ANXA1,5.83313374823043e-58,3.64854841526137
POMP,7.51050535672043e-58,2.32684994687812
RPS24,8.01935187326733e-58,1.61901542163294
EMP3,8.35352265473881e-58,2.66969829768182
PRKCD,3.04733405505694e-57,1.78191743527977
PRDX1,4.30840441722123e-57,4.7779161784838
TMEM14C,4.76097210418216e-57,2.36083524764518
TPM3,4.94683876953838e-57,1.82660344721379
ANXA5,1.54533405729669e-56,2.78506297448592
NDUFA6,2.06094953675363e-56,2.08326121154415
NPC2,2.29450142634475e-56,1.50264270653976
RPL36A,2.80991604927286e-56,1.94205872447051
PYCARD,2.9219505554003e-56,1.3609499775583
ABCG1,3.38251316602815e-56,2.17962088399791
TALDO1,4.29726381250463e-56,2.15275573871101
CRIP1,6.36931278195345e-56,4.05684757153336
S100A1,6.94039694062583e-56,3.28324974366688
MYEOV2,8.36561051370653e-56,2.49133341545363
ATP5G1,9.30693579124173e-56,2.344000229944
PTMA,1.09778246025514e-55,2.12391642457145
ITM2B,1.11135352120146e-55,2.23515624940676
CHCHD2,1.94997158702208e-55,1.95280385988467
GDI2,2.36428091938017e-55,2.07982134005925
CALR,2.37817972838859e-55,1.81395916940458
SEC61G,2.51064104113307e-55,1.4208502802341
LIPA,4.82484039217957e-55,1.93010954178418
NPM1,6.23050081263682e-55,2.2809125122679
BTF3,6.66397011054699e-55,1.99020381655192
PGAM1,7.30749381309943e-55,2.45249785444875
ESD,1.16544445848515e-54,2.7695081210309
NACA,1.19224967913162e-54,2.08920526321323
TOMM7,1.63186960215496e-54,0.930071793907595
1500032L24RIK,1.8499337028307e-54,2.37702465897347
TOMM6,2.05240890726856e-54,0.941367076510784
CALM2,2.89145862137517e-54,3.19950525767851
MBNL1,4.15733446227365e-54,1.38364468077724
PSMB6,4.70934755977563e-54,2.6525395628831
SEC61B,5.45765796295154e-54,2.16645160458088
NDUFA7,6.25903458249706e-54,2.05471571789214
HN1,7.23080710735443e-54,2.18163942450389
NDUFC1,9.03997615830002e-54,1.94120657593215
SSR4,1.07090515725834e-53,2.24786487228564
CTSC,1.25688977940066e-53,3.18608277651716
DDX5,3.1522758797473e-53,1.36294776683555
DYNLRB1,4.49762133037781e-53,2.33311815843866
ATP6AP2,5.5947037657447e-53,1.98054354684407
SELK,5.63619010327538e-53,2.04741736841106
NFKBIA,7.20747824983164e-53,2.41008461324168
ATP5A1,8.02881344170836e-53,1.49921541167935
PRDX5,8.30665303424066e-53,3.32521718999367
RHOA,8.97573646696167e-53,1.56010031260939
TMSB10,9.90262768797502e-53,1.55694649158024
RBX1,1.10138601327771e-52,1.11097493511241
PLEK,1.18213696967961e-52,2.01330392450365
REEP5,2.80205106104041e-52,0.814386460454987
FCGR3,3.29840740212746e-52,2.95143663522063
MSN,4.71919434649429e-52,1.55779881150093
GM11428,5.80281303733833e-52,6.37885430684527
FAM96A,7.1383923635949e-52,2.43789924411076
PFDN5,7.52624172616284e-52,2.17303379143631
2310028O11RIK,8.89649576879273e-52,0.634532351601246
SH3BGRL,9.2236955285457e-52,1.94608845076318
DAD1,1.03722275451479e-51,2.37130652174963
CYBB,1.27274171260701e-51,3.09871063501016
PPP1CA,1.28246280513139e-51,2.64277215473007
SOD1,1.32212624163045e-51,3.92260986204983
CAPZB,1.46407723075343e-51,1.7179082503663
LY6E,2.05301263751266e-51,2.59291199936981
SAT1,2.11584962771286e-51,3.41908655876355
LAMP2,2.14161910461367e-51,2.11136461091175
LYZ2,3.84517411851458e-51,8.57715685403098
RPL12,6.41817940871844e-51,1.97099896869277
COX5A,9.69243733880712e-51,2.54092759056251
PKM2,1.06213511741136e-50,1.94926578945437
NEDD8,1.25642163616439e-50,2.15617461758322
RPS12,1.56128056666923e-50,2.18891463098328
MRPS21,1.80103166604663e-50,1.83155664871536
RPL28,2.08185515377647e-50,1.99395115085375
PSMA7,3.79803448031545e-50,2.63418584827074
RPS15,4.18113602456807e-50,2.20507501676361
MYH9,5.53031629835429e-50,0.319274183911101
UBE2L3,7.34315247568381e-50,1.01745048891928
RPS21,7.37629300070477e-50,1.43193671135807
MMP12,9.04749538746618e-50,5.04073521966332
PLAUR,1.27446088338744e-49,2.67490819161497
NDUFA2,1.468457956546e-49,1.94487179674889
AP2M1,1.91285202417015e-49,1.83234182883605
MRFAP1,2.20595849256412e-49,2.91157324497719
2010107E04RIK,4.04842260217001e-49,2.33946428899339
SOAT1,4.49334516387718e-49,0.896423138117457
SNRPE,5.33681462835168e-49,2.18508579679359
MDH2,8.68773394277352e-49,2.30342078007811
BCL2A1D,1.01222175561164e-48,3.23682768303948
MIF,1.44120189097092e-48,2.41421868584899
RBM3,1.92139255212927e-48,2.03618547850226
PSMB2,1.95364468834036e-48,2.89772907998779
SNX3,2.37427284628639e-48,1.63126461737605
PSMB1,2.55549590962439e-48,2.06193290421963
S100A4,3.74748551998686e-48,2.65574227264873
TUBB5,3.97820176612221e-48,2.9703052490517
PTPRC,4.01299037704837e-48,1.72143978447393
HSBP1,5.16446954092049e-48,1.67869939932277
CLEC4A2,5.83153705446669e-48,1.56220440350367
TSPO,7.07220694074044e-48,2.92971058906527
WDR1,8.32875961776381e-48,1.38809192413406
SLC25A3,8.50047153382734e-48,2.14089435349806
P4HB,1.03749824120276e-47,1.47346163060409
LGALS1,1.34672010562334e-47,2.83328559511949
CFP,1.36156623288393e-47,2.79262802750883
MRPS18C,1.41242878780996e-47,2.3771243419859
ITGAX,1.62268047855906e-47,1.14565692371177
DYNLL1,2.12550192105669e-47,1.13199856182572
RPL36AL,3.64082210665538e-47,2.24029225539855
MRPL42,3.80235552462937e-47,2.36894601761381
OSTF1,6.54723467875729e-47,1.29603934162591
DAZAP2,6.62125990321775e-47,2.20223763985929
PGK1,1.11687757663462e-46,2.25263094280122
HSPA5,2.20530186545888e-46,2.09831643001333
SEPT11,3.40684188899341e-46,1.71422700852614
IDH1,4.01763474599945e-46,2.18452810635485
SDHB,4.52895138873616e-46,2.24128972117594
2310003F16RIK,9.18775780767203e-46,1.75258886639768
APLP2,9.41638623676762e-46,1.67425503681755
GNAI2,1.04703859795793e-45,1.09976775782546
HNRNPA2B1,1.75773450189733e-45,1.35045357717473
ATP5F1,1.84383135156439e-45,2.13535567317144
CTSA,2.71761794220331e-45,1.38166975372287
PRDX2,2.8120771033877e-45,2.79043498210121
MRPL33,4.25722796930627e-45,1.93502648243712
PSMB3,4.78179312695698e-45,2.47090628842605
BCL2A1A,6.86471147737915e-45,3.30725656268427
TIMM13,6.96101300919015e-45,0.933705126055892
NDUFC2,7.31961410313781e-45,1.62909540189502
SERF2,7.60339863726998e-45,1.25208866431988
SUB1,7.92912834734433e-45,0.978448883355578
MALAT1,1.10149572877997e-44,3.4069944900592
PSMA2,1.14382582568572e-44,2.41162725044458
MPEG1,1.23283835199717e-44,1.22076083002885
PABPC1,1.9969093590943e-44,1.50674590751202
RNASEK,2.95029438116139e-44,1.53223089190467
NME1,3.00308220293794e-44,1.77511426486782
H2-DMB1,3.13088895749178e-44,3.34110922795907
CD68,3.56828388286938e-44,3.24849416449339
GLT25D1,3.5982277892174e-44,1.14474925861596
NDUFV3,8.54358236904012e-44,1.97397349094419
NDUFB4,9.01648755734422e-44,1.81153722252716
PDIA3,1.35352251456841e-43,1.33285926839701
RPL10A,1.87900860954347e-43,2.02862551112178
COX17,2.11153182626124e-43,1.72829218780756
NDUFB6,2.14504623710256e-43,2.25643086705547
RNH1,2.20409647055373e-43,2.29987837006699
SNRPG,2.2374631311231e-43,2.02002282292307
CTSH,2.70316689650486e-43,2.10115808094332
NDUFA12,2.97465033915762e-43,1.84690340888384
NDUFB7,2.98970731067274e-43,2.10893012222674
INSIG1,3.16230600776584e-43,0.914954263476879
S100A13,3.5913922480682e-43,1.3709669365635
CLTA,4.24957687119553e-43,1.46825761809581
MCL1,5.77152887630383e-43,1.10915208809926
RAC1,5.78021144799018e-43,1.22391934529014
NDUFB5,6.11738267750565e-43,1.6984394875555
LPL,6.78102788834873e-43,2.31360067962843
NDUFB9,7.01523838371866e-43,2.62988050693896
PLP2,7.99026307917207e-43,3.02994823110355
TBCA,8.76223104105785e-43,2.0317225763729
SRI,1.02352349791562e-42,1.25422504019036
ARGLU1,1.50913105385608e-42,1.09844978954305
FAM120A,1.8843522980732e-42,1.14241216603254
RAN,2.04799638890579e-42,1.60816601336871
SRGN,3.76873259450185e-42,3.69067619341261
CYCS,4.40660654307849e-42,1.10381572691147
BANF1,5.0425949234075e-42,1.824681293862
CORO1A,8.02526484801465e-42,1.46934599669025
SNRPB,9.6398893448883e-42,1.7958674733151
TUBA1B,1.07200495858563e-41,2.95982766887033
CHMP2A,1.102008059255e-41,2.13938488792864
D8ERTD738E,1.21042115846268e-41,2.35991862918785
SPP1,1.43685420254179e-41,5.95940597104317
VAPA,1.74379145593738e-41,1.31613417194551
ROMO1,1.80921540631309e-41,1.22898508365614
CBX3,1.86539314915679e-41,2.82902338001456
EEF1G,2.09279484991098e-41,1.82269682696654
ERP29,2.12701146261849e-41,1.60917231064817
ARL8B,3.4447083483153e-41,1.80527834353287
HNRNPF,3.64704259814107e-41,1.69905130530988
EPS8,3.84439956637503e-41,0.575813907373325
HEXA,4.03188144668122e-41,1.93796969025522
UBL3,4.23880917909565e-41,1.74674701579178
ZYX,4.32557250340088e-41,2.47114399865042
PLD3,4.62126028384369e-41,1.81164768889267
ARHGDIA,4.75297307689659e-41,1.08530397255698
BLVRB,5.25036769558649e-41,2.8746206760563
LYZ1,6.11930040513365e-41,5.50693423388783
CREG1,7.39590189542983e-41,1.20026000902121
SLC25A4,8.31595224645128e-41,1.7674079372438
KLHL9,1.07002590799186e-40,0.687575853373539
6720456B07RIK,1.35126127765739e-40,1.98867175057864
NDUFB11,1.3946439656523e-40,1.97008699647533
ATP6V0D2,1.5707693370428e-40,2.75342859238003
GNB1,1.6682420191593e-40,1.66091588052825
NDUFB10,1.80713691312346e-40,2.29185960490354
RPS15A,1.97465213380289e-40,0.350180383030942
ARF1,3.15849352447968e-40,1.60645287789186
SNX5,3.5884906789235e-40,1.35849880445884
EIF4G2,3.80098233392619e-40,0.66619430890569
SEP15,4.19927130257372e-40,1.87350233949417
DOK2,1.02884338356336e-39,1.26327883438196
PDIA6,1.17107290747298e-39,1.62063508367149
CD44,1.27154319176257e-39,1.67233122686563
SLFN2,1.35334354438463e-39,2.27127183101525
SDHD,1.37832648921936e-39,2.19730725991093
SPCS1,1.60712410052105e-39,1.78770163107207
IFITM2,1.68732799036744e-39,2.2103919855845
TXN2,2.17215608272557e-39,1.6758388331685
ATP5D,2.21512359841269e-39,1.50139551101119
AXL,2.25430410807518e-39,1.11326165351116
KDELR2,2.70046271935166e-39,1.01009472285803
MALT1,2.78233542583349e-39,1.44137777022496
SEC11C,3.50779597761112e-39,2.00026597699644
SEPW1,4.22984774205843e-39,1.87264926036027
FLNA,4.89935629588452e-39,0.405238041081629
KRTCAP2,7.06709713142712e-39,1.90613041552798
CNDP2,7.85132331655241e-39,1.40241436462191
SRP14,7.95550370855694e-39,2.18831570088869
PRR13,8.83572775776769e-39,2.04621997191944
SKIL,9.30893565679872e-39,0.978906824166472
PSMB5,9.44623279169572e-39,2.01862022336527
CD47,9.55680154010493e-39,1.70889460509366
TRAM1,1.0114072332749e-38,1.39350758072198
RPL22,1.02984721226061e-38,0.366880493958946
PSMB8,1.12183852665672e-38,1.93987482245238
1600029D21RIK,1.26417810068194e-38,2.93784733101458
PSME1,1.42866096351418e-38,2.07739838021002
DUSP1,1.78340359148429e-38,2.2349331881348
SCD2,2.39970004477276e-38,0.555870413919347
HBXIP,2.40305009622977e-38,2.04631485800442
CD36,2.69362340328773e-38,2.36233549515979
AK185681,2.79390932322899e-38,2.2580072994365
PSMA4,3.53867456078235e-38,2.1366090188313
BCAP31,3.98140382610667e-38,2.61269188664979
KLF6,5.52103870520081e-38,1.34153456116616
MYADM,6.97630127200239e-38,1.02054585663439
IER3IP1,8.07239255035348e-38,1.271566591038
RAC2,8.65177160726628e-38,1.52539891411985
1810058I24RIK,8.8501797765247e-38,1.27739136476335
CSDE1,9.22837121222107e-38,2.46995729178555
VDAC2,9.46317967083962e-38,1.85417226536472
BC028528,1.19611586955392e-37,3.34845022550634
FKBP1A,1.20345775501459e-37,1.41070417742827
HMGB1,1.3482277969307e-37,2.21607559604533
FABP5,1.89568816958896e-37,5.53311910651786
HNRNPU,3.2425176055158e-37,0.736502663145999
TNFAIP3,3.31879632007418e-37,1.1535927729511
TAPBP,3.44823207742087e-37,1.56566215739667
ATP6V1E1,3.76102173399191e-37,2.44070973917516
HNRNPK,4.38193025492668e-37,1.73904366290957
CCNL1,4.73985116391445e-37,1.28674736297562
PSME2,5.86917613035285e-37,2.91203382943291
VPS29,7.83750540777591e-37,2.15352945786268
EIF3H,8.57282927158861e-37,1.70571393711571
SEPT7,8.58283607502328e-37,1.52401077393508
CCRL2,8.985214461199e-37,2.44927279791836
CNBP,1.02941228629632e-36,1.49534061488897
EIF3K,1.06939479715869e-36,2.24622618292684
SUMO2,1.13729020092744e-36,2.27944389262612
EIF3A,1.20278125990153e-36,0.978371855779063
TPT1,1.27205483331162e-36,2.70886641123913
BOLA2,1.28429867382324e-36,1.83605875030378
DPYSL2,1.46506237134712e-36,1.58889340771083
TXNDC17,1.52332560113246e-36,1.79319061082739
EEF1B2,1.79431220252023e-36,1.67185587795748
YWHAH,2.03191800925161e-36,1.77687231350219
TWF1,2.10110186627797e-36,1.99080454263452
CD200R1,2.36403246305681e-36,1.89050950586344
PSMD8,2.55330564891288e-36,1.40989798375617
LILRB3,2.75809750079697e-36,1.60355879838159
ASAH1,2.87270862331293e-36,1.520895728537
COX7A2L,5.38149955368929e-36,1.81700358880515
FIS1,6.03622948736462e-36,2.19601982627445
ZFP36,6.8215502794249e-36,1.98841219482767
PLD4,7.10999814277103e-36,1.55334529608945
NAPSA,7.6102814112595e-36,2.43994375320476
CLEC4B1,8.99828171224304e-36,2.38117032386887
AF251705,1.13710093425265e-35,2.41266089541337
DNAJC15,1.23865217221438e-35,2.02661184166119
BTG2,1.25770045871804e-35,1.67884149732656
PTPN1,1.28165085614116e-35,0.757551298676594
CD14,1.63880714607808e-35,4.26934840582762
PCNP,1.83798613054032e-35,1.97483275566848
SSR3,1.894533595127e-35,2.05812618146079
0610009D07RIK,2.02032358360242e-35,1.22885692722838
FLI1,3.63761083658307e-35,0.409432303546577
UBE2D3,4.53262889799215e-35,1.42134288993047
GM9790,4.73479027410415e-35,0.76369344286423
COPZ1,5.62233680335164e-35,1.76133900479076
TEP1,6.61376760338251e-35,0.267489389727753
MRC1,7.31634242289832e-35,1.40016016492232
TMED10,1.13305864331339e-34,0.8703386654528
SERP1,1.15304584264746e-34,1.12916717853806
PILRA,1.23204037268224e-34,1.51307093163006
SNRPD2,2.04864569886309e-34,1.80100205274828
COPE1,2.170777377658e-34,2.26588942955619
HERPUD1,2.19561147219203e-34,1.51357026417959
NDUFS5,2.70529789156217e-34,2.04817794512305
MORF4L1,2.98317182674361e-34,1.61456934269738
NCL,3.30996942491766e-34,0.205558519026324
DEGS1,3.61674924958865e-34,1.37373609133497
CD48,3.74416150505138e-34,2.66108912041414
RALB,3.79022670843077e-34,0.966418978017913
NDUFS7,3.89699373798012e-34,1.75228872599816
PSMA5,4.30587147212483e-34,2.30017684172606
RNF149,4.3600745332356e-34,2.25867366028629
HSPE1,4.79217606485992e-34,1.42964418865069
RBM25,5.2577368795409e-34,0.701994970248339
NDUFS6,5.6219334648666e-34,2.25879274200881
PSMA1,5.87321701390133e-34,2.25527355012199
BHLHE40,6.024831472123e-34,1.5416155625073
TIMM23,7.62171342822009e-34,2.16278028870112
TIMM8B,7.71550626019936e-34,1.59079464111351
NOP10,8.7018388011229e-34,1.42668633966074
ATP6AP1,1.25291938901384e-33,1.21834364406134
MTPN,1.8719474935144e-33,1.58360479967623
CD24A,1.92365237233431e-33,2.07253591803587
RPL22L1,2.37752090222678e-33,1.78209123348661
IFRD1,2.58106407540491e-33,1.40239753443418
UBL5,2.87636055965416e-33,0.508754157878776
1810037I17RIK,3.90782106067718e-33,1.29909128595318
POLR2L,4.35856245698074e-33,0.338662446919704
BZW1,4.41143750458239e-33,1.30644982234616
SLC39A1,4.48700267425693e-33,1.15352033818597
TNF,4.7258047510003e-33,3.49322707241854
MDH1,4.93615405775889e-33,1.74765146138892
BAT2D,5.02354367842091e-33,0.90106463250084
DAGLB,5.03821254562563e-33,1.07131018730793
